Compound;Name;Gene Name;AOP;AOP Name;Event;Event Name;Event Class;AC50;logAC50;Intended Target Family
Toxaphene; TOX21_RT_HEK293_FLO_32hr_viability;-;-;;-;;;35.7;1.55;cell cycle
Toxaphene; TOX21_Aromatase_Inhibition;CYP19A1;153;Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats;964;Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol;MIE ;35.9;1.56;cyp
Toxaphene; TOX21_RT_HEK293_GLO_16hr_viability;-;-;;-;;;36.0;1.56;cell cycle
Toxaphene; TOX21_AR_BLA_Agonist_ratio;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;36.6;1.56;nuclear receptor
Toxaphene; TOX21_RT_HEPG2_FLO_24hr_viability;-;-;;-;;;36.8;1.57;cell cycle
Toxaphene; TOX21_RT_HEK293_FLO_24hr_viability;-;-;;-;;;37.5;1.57;cell cycle
Toxaphene; TOX21_FXR_BLA_agonist_viability;-;-;;-;;;37.8;1.58;cell cycle
Toxaphene; TOX21_PPARg_BLA_Agonist_ratio;PPARG;163;PPARgamma activation leading to sarcomas in rats, mice, and hamsters;1028;Activation of specific nuclear receptors, PPAR-gamma activation;MIE ;38.7;1.59;nuclear receptor
Toxaphene; TOX21_ESRE_BLA_viability;-;-;;-;;;38.7;1.59;cell cycle
Toxaphene; TOX21_FXR_BLA_antagonist_viability;-;-;;-;;;38.8;1.59;cell cycle
Toxaphene; TOX21_RT_HEPG2_FLO_40hr_ctrl_viability;-;-;;-;;;41.4;1.62;cell cycle
Toxaphene; TOX21_RT_HEK293_GLO_24hr_viability;-;-;;-;;;41.7;1.62;cell cycle
Toxaphene; TOX21_HSE_BLA_agonist_viability;-;-;;-;;;41.9;1.62;cell cycle
2,2'-Dichlorobiphenyl;TOX21_AR_LUC_MDAKB2_Antagonist;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;13.6;1.13;nuclear receptor
2,2'-Dichlorobiphenyl; TOX21_Aromatase_Inhibition;CYP19A1;153;Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats;964;Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol;MIE ;13.9;1.14;cyp
2,2'-Dichlorobiphenyl; TOX21_ARE_BLA_agonist_viability;-;-;;-;;;15.4;1.19;cell cycle
2,2'-Dichlorobiphenyl; TOX21_ERb_BLA_Antagonist_ratio;ESR2;-;;-;;;17.4;1.24;nuclear receptor
2,2'-Dichlorobiphenyl; TOX21_p53_BLA_p3_viability;-;-;;-;;;18.3;1.26;cell cycle
2,2'-Dichlorobiphenyl; TOX21_MMP_ratio_down;-;-;;-;;;18.9;1.28;cell morphology
2,2'-Dichlorobiphenyl; TOX21_AP1_BLA_Agonist_ratio;FOS|JUN;-;;-;;;20.7;1.32;DNA binding
2,2'-Dichlorobiphenyl; TOX21_ERa_LUC_BG1_Agonist;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;34.0;1.53;nuclear receptor
2,2'-Dichlorobiphenyl; TOX21_ESRE_BLA_viability;-;-;;-;;;34.1;1.53;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEK293_FLO_40hr_viability;-;-;;-;;;34.5;1.54;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEK293_FLO_32hr_viability;-;-;;-;;;37.6;1.58;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEK293_FLO_24hr_viability;-;-;;-;;;39.2;1.59;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEK293_FLO_16hr_viability;-;-;;-;;;41.8;1.62;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEPG2_FLO_24hr_viability;-;-;;-;;;42.8;1.63;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEPG2_FLO_32hr_ctrl_viability;-;-;;-;;;44.7;1.65;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RAR_LUC_Agonist_viability;-;-;;-;;;45.5;1.66;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEPG2_FLO_40hr_ctrl_viability;-;-;;-;;;48.1;1.68;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEK293_GLO_08hr_viability;-;-;;-;;;49.3;1.69;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEK293_FLO_08hr_viability;-;-;;-;;;49.4;1.69;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEK293_GLO_16hr_viability;-;-;;-;;;49.8;1.70;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RT_HEK293_GLO_40hr_viability;-;-;;-;;;59.9;1.78;cell cycle
2,2'-Dichlorobiphenyl; TOX21_RAR_LUC_Antagonist_viability;-;-;;-;;;64.0;1.81;cell cycle
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl;BSK_BE3C_MMP1_down;MMP1;-;;-;;;8.04e-4;-3.09;protease
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_CASM3C_Proliferation_up;-;-;;-;;;5.96e-2;-1.22;cell cycle
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_LPS_MCP1_down;CCL2;-;;-;;;7.37e-2;-1.13;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_CASM3C_VCAM1_down;VCAM1;-;;-;;;8.74e-2;-1.06;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_CASM3C_SRB_down;-;-;;-;;;0.122;-0.915;cell cycle
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_CASM3C_uPAR_down;PLAUR;-;;-;;;0.610;-0.215;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; ATG_DR5_CIS_dn;RARB;-;;-;;;0.810;-9.15e-2;nuclear receptor
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_BE3C_uPAR_up;PLAUR;-;;-;;;1.34;0.126;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_hDFCGF_Proliferation_down;-;-;;-;;;3.06;0.486;cell cycle
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; TOX21_RORg_LUC_CHO_Antagonist_viability;-;-;;-;;;3.19;0.503;cell cycle
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; ATG_RARa_TRANS_dn;RARA;-;;-;;;3.54;0.549;nuclear receptor
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_BE3C_TGFb1_down;TGFB1;-;;-;;;3.66;0.563;growth factor
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_hDFCGF_PAI1_down;SERPINE1;-;;-;;;4.22;0.625;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; ATG_PXR_TRANS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;4.47;0.650;nuclear receptor
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_hDFCGF_CollagenIII_down;COL3A1;-;;-;;;4.62;0.665;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_BE3C_IL1a_down;IL1A;-;;-;;;4.73;0.674;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_BE3C_tPA_down;PLAT;-;;-;;;5.02;0.700;protease
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; ATG_PXRE_CIS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;5.34;0.727;nuclear receptor
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_KF3CT_TGFb1_down;TGFB1;-;;-;;;5.59;0.747;growth factor
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_LPS_VCAM1_down;VCAM1;-;;-;;;5.73;0.759;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; NVS_ENZ_hPTEN;PTEN;-;;-;;;5.87;0.768;phosphatase
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_3C_IL8_down;CXCL8;-;;-;;;6.68;0.825;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_4H_Pselectin_down;SELP;-;;-;;;7.37;0.868;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_3C_TissueFactor_down;F3;-;;-;;;7.79;0.892;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_LPS_IL8_down;CXCL8;-;;-;;;8.16;0.912;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_BE3C_HLADR_down;HLA-DRA;-;;-;;;8.39;0.924;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_3C_Eselectin_down;SELE;-;;-;;;8.54;0.931;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_KF3CT_TIMP2_down;TIMP2;-;;-;;;8.92;0.950;protease inhibitor
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_SAg_CD38_down;CD38;-;;-;;;9.19;0.963;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_SAg_Eselectin_down;SELE;-;;-;;;9.73;0.988;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_KF3CT_MMP9_down;MMP9;-;;-;;;10.2;1.01;protease
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_hDFCGF_MCSF_down;CSF1;-;;-;;;10.4;1.02;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_4H_MCP1_down;CCL2;-;;-;;;10.8;1.03;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_hDFCGF_TIMP1_down;TIMP1;-;;-;;;11.3;1.05;protease inhibitor
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_4H_VCAM1_down;VCAM1;-;;-;;;11.4;1.06;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_4H_VEGFRII_down;KDR;43;Disruption of VEGFR Signaling Leading to Developmental Defects;305;Inhibition, VegfR2 ;MIE ;11.6;1.06;kinase
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_KF3CT_uPA_down;PLAU;-;;-;;;11.6;1.06;protease
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_3C_HLADR_down;HLA-DRA;-;;-;;;11.7;1.07;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_LPS_IL1a_down;IL1A;-;;-;;;12.1;1.08;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_3C_VCAM1_down;VCAM1;-;;-;;;12.4;1.09;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_KF3CT_IL1a_down;IL1A;-;;-;;;12.6;1.10;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_hDFCGF_VCAM1_down;VCAM1;-;;-;;;12.7;1.10;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_LPS_Eselectin_down;SELE;-;;-;;;12.9;1.11;cell adhesion molecules
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_hDFCGF_SRB_down;-;-;;-;;;12.9;1.11;cell cycle
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_BE3C_PAI1_down;SERPINE1;-;;-;;;13.7;1.14;cytokine
2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl; BSK_SAg_Proliferation_down;-;-;;-;;;14.0;1.15;cell cycle
2,2',4,4',5,5'-Hexachlorobiphenyl;TOX21_TR_LUC_GH3_Antagonist;Thrb;-;;-;;;35.4;1.55;nuclear receptor
2,3,7,8-Tetrachlorodibenzodioxin;TOX21_AhR_LUC_Agonist;AHR;150;Aryl hydrocarbon receptor activation leading to early life stage mortality, via reduced VEGF;18;Activation, AhR;MIE ;2.64e-4;-3.58;DNA binding
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_ERa_LUC_BG1_Antagonist_Specificity;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;4.43e-4;-3.35;nuclear receptor
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_ARE_BLA_agonist_ratio;NFE2L2;-;;-;;;4.70e-4;-3.33;DNA binding
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_CAR_Agonist;NR1I3;107;Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat;715;Activation, Constitutive androstane receptor;MIE ;1.73e-3;-2.76;nuclear receptor
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_PGC_ERR_Antagonist;ESRRA;-;;-;;;2.45e-3;-2.61;nuclear receptor
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_ERa_LUC_BG1_Antagonist;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;3.58e-3;-2.45;nuclear receptor
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_RT_HEPG2_FLO_40hr_ctrl_viability;-;-;;-;;;3.27e-2;-1.49;cell cycle
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_RT_HEK293_GLO_08hr_viability;-;-;;-;;;0.165;-0.782;cell cycle
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_RT_HEK293_GLO_16hr_viability;-;-;;-;;;0.245;-0.610;cell cycle
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_RT_HEK293_GLO_24hr_viability;-;-;;-;;;0.245;-0.610;cell cycle
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_RT_HEK293_GLO_32hr_viability;-;-;;-;;;0.245;-0.610;cell cycle
2,3,7,8-Tetrachlorodibenzodioxin; TOX21_RT_HEK293_GLO_40hr_viability;-;-;;-;;;0.245;-0.610;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane;TOX21_TSHR_Agonist_ratio;TSHR;-;;-;;;14.0;1.15;gpcr
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_TR_LUC_GH3_Antagonist;Thrb;-;;-;;;26.5;1.42;nuclear receptor
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_AR_BLA_Antagonist_viability;-;-;;-;;;33.3;1.52;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_RT_HEK293_FLO_08hr_viability;-;-;;-;;;36.1;1.56;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_DT40;-;-;;-;;;36.8;1.57;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_AP1_BLA_Agonist_ratio;FOS|JUN;-;;-;;;36.8;1.57;DNA binding
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_RXR_BLA_Agonist_viability;-;-;;-;;;37.1;1.57;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_RT_HEK293_GLO_16hr_viability;-;-;;-;;;38.1;1.58;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_RT_HEK293_GLO_08hr_viability;-;-;;-;;;39.1;1.59;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_Aromatase_Inhibition_viability;-;-;;-;;;42.8;1.63;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_RT_HEK293_FLO_40hr_viability;-;-;;-;;;42.9;1.63;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_RT_HEK293_FLO_32hr_viability;-;-;;-;;;44.6;1.65;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_RT_HEK293_FLO_16hr_viability;-;-;;-;;;46.0;1.66;cell cycle
alpha-1,2,3,4,5,6-Hexachlorocyclohexane; TOX21_RT_HEK293_FLO_24hr_viability;-;-;;-;;;49.2;1.69;cell cycle
beta-Hexachlorocyclohexane ;NVS_ENZ_hHDAC6;HDAC6;-;;-;;;1.37e-2;-1.86;hydrolase
beta-Hexachlorocyclohexane ; TOX21_RT_HEK293_FLO_08hr_viability;-;-;;-;;;3.76e-2;-1.42;cell cycle
beta-Hexachlorocyclohexane ; ATG_ERa_TRANS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;0.543;-0.265;nuclear receptor
beta-Hexachlorocyclohexane ; ATG_ERE_CIS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;0.863;-6.40e-2;nuclear receptor
beta-Hexachlorocyclohexane ; ATG_PXR_TRANS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;0.909;-4.15e-2;nuclear receptor
beta-Hexachlorocyclohexane ; ATG_PXRE_CIS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;1.60;0.205;nuclear receptor
beta-Hexachlorocyclohexane ; ATG_DR5_CIS_up;RARB;-;;-;;;2.53;0.403;nuclear receptor
beta-Hexachlorocyclohexane ; TOX21_ERa_LUC_BG1_Agonist;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;2.83;0.451;nuclear receptor
beta-Hexachlorocyclohexane ; TOX21_ERb_BLA_Agonist_ratio;ESR2;-;;-;;;2.85;0.455;nuclear receptor
beta-Hexachlorocyclohexane ; ATG_HIF1a_CIS_dn;HIF1A;-;;-;;;5.59;0.747;dna binding
beta-Hexachlorocyclohexane ; ACEA_ER_80hr;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;5.78;0.762;nuclear receptor
beta-Hexachlorocyclohexane ; NVS_ADME_hCYP4F12;CYP4F12;-;;-;;;15.3;1.18;cyp
beta-Hexachlorocyclohexane ; ACEA_AR_agonist_AUC_viability;-;-;;-;;;30.5;1.48;cell cycle
beta-Hexachlorocyclohexane ; ACEA_AR_antagonist_AUC_viability;-;-;;-;;;31.3;1.50;cell cycle
beta-Hexachlorocyclohexane ; ACEA_AR_antagonist_80hr;AR;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;34.0;1.53;nuclear receptor
beta-Hexachlorocyclohexane ; TOX21_RXR_BLA_Agonist_ratio;RXRA;-;;-;;;43.6;1.64;DNA binding
beta-Hexachlorocyclohexane ; TOX21_PPARd_BLA_agonist_ratio;PPARD;36;Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis;232;Decreased, PPAR-beta activation;MIE ;44.9;1.65;nuclear receptor
beta-Hexachlorocyclohexane ; TOX21_VDR_BLA_agonist_ratio;CYP24A1;-;;-;;;46.9;1.67;nuclear receptor
beta-Hexachlorocyclohexane ; TOX21_MMP_ratio_down;-;-;;-;;;50.4;1.70;cell morphology
beta-Hexachlorocyclohexane ; TOX21_RT_HEK293_FLO_40hr_viability;-;-;;-;;;52.1;1.72;cell cycle
Kepone;NVS_ADME_hCYP2C9;CYP2C9;-;;-;;;8.40e-2;-1.08;cyp
Kepone; NVS_GPCR_hAdoRA2a;ADORA2A;-;;-;;;0.115;-0.941;gpcr
Kepone; NVS_GPCR_h5HT5A;HTR5A;-;;-;;;0.137;-0.864;gpcr
Kepone; NVS_ADME_rCYP2C11;Cyp2c11;-;;-;;;0.168;-0.775;cyp
Kepone; NVS_NR_hGR;NR3C1;66;Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis;654;Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists;MIE ;0.217;-0.664;nuclear receptor
Kepone; NVS_NR_mERa;Esr1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;0.309;-0.510;nuclear receptor
Kepone; NVS_ADME_hCYP2C19;CYP2C19;-;;-;;;0.341;-0.468;cyp
Kepone; NVS_ADME_hCYP2C18;CYP2C18;-;;-;;;0.533;-0.273;cyp
Kepone; ATG_ERa_TRANS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;0.607;-0.216;nuclear receptor
Kepone; ATG_ERE_CIS_up;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;0.619;-0.208;nuclear receptor
Kepone; ATG_PXRE_CIS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;0.727;-0.139;nuclear receptor
Kepone; NVS_NR_rAR;Ar;187;Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage;1134;Irreversible inhibition of hepatic VKOR by binding of AR at tyrosine 139, Failure to cycle vitamin K epoxide to vitamin K to form vitamin K hydroquinone;MIE ;0.748;-0.126;nuclear receptor
Kepone; NVS_ADME_hCYP2B6;CYP2B6;-;;-;;;0.796;-9.89e-2;cyp
Kepone; TOX21_MMP_ratio_down;-;-;;-;;;0.913;-3.96e-2;cell morphology
Kepone; NVS_GPCR_hAdrb1;ADRB1;-;;-;;;0.925;-3.37e-2;gpcr
Kepone; NVS_TR_hNET;SLC6A2;-;;-;;;0.951;-2.19e-2;transporter
Kepone; BSK_hDFCGF_Proliferation_down;-;-;;-;;;1.01;2.50e-3;cell cycle
Kepone; NVS_ADME_rCYP3A2;Cyp3a2;-;;-;;;1.14;5.56e-2;cyp
Kepone; NVS_GPCR_hDRD1;DRD1;-;;-;;;1.16;6.43e-2;gpcr
Kepone; BSK_hDFCGF_EGFR_down;EGFR;-;;-;;;1.31;0.116;kinase
Kepone; NVS_ADME_rCYP2B1;Cyp2b1;-;;-;;;1.54;0.186;cyp
Kepone; NVS_GPCR_h5HT7;HTR7;-;;-;;;1.63;0.212;gpcr
Kepone; ATG_PXR_TRANS_up;NR1I2;60;NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis;245;Activation, PXR/SXR ;MIE ;1.74;0.241;nuclear receptor
Kepone; NVS_GPCR_hOpiate_mu;OPRM1;-;;-;;;1.83;0.263;gpcr
Kepone; ATG_VDRE_CIS_up;VDR;-;;-;;;2.18;0.338;nuclear receptor
Kepone; BSK_BE3C_tPA_down;PLAT;-;;-;;;2.30;0.363;protease
Kepone; ATG_GRE_CIS_dn;NR3C1;66;Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis;654;Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists;MIE ;2.68;0.428;nuclear receptor
Kepone; ATG_E_Box_CIS_dn;USF1;-;;-;;;2.72;0.434;dna binding
Kepone; ATG_Sox_CIS_up;SOX1;-;;-;;;3.16;0.500;dna binding
Kepone; ATG_RXRb_TRANS_up;RXRB;-;;-;;;3.20;0.505;nuclear receptor
Kepone; BSK_hDFCGF_CollagenIII_down;COL3A1;-;;-;;;3.21;0.507;cell adhesion molecules
Kepone; Tanguay_ZF_120hpf_PIG_up;-;-;;-;;;3.25;0.511;malformation
Kepone; ATG_DR4_LXR_CIS_dn;NR1H3;58;NR1I3 (CAR) suppression leading to hepatic steatosis;167;Activation, LXR ;MIE ;3.26;0.513;nuclear receptor
Kepone; OT_ERa_EREGFP_0480;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;3.39;0.530;nuclear receptor
Kepone; ATG_AP_1_CIS_up;FOS;-;;-;;;3.40;0.531;dna binding
Kepone; NVS_ADME_rCYP3A1;Cyp3a23/3a1;-;;-;;;3.48;0.542;cyp
Kepone; NHEERL_ZF_144hpf_TERATOSCORE_up;-;-;;-;;;3.52;0.546;malformation
Kepone; TOX21_ERb_BLA_Antagonist_ratio;ESR2;-;;-;;;3.64;0.561;nuclear receptor
Kepone; BSK_hDFCGF_IP10_down;CXCL10;-;;-;;;3.76;0.575;cytokine
Kepone; OT_ERa_EREGFP_0120;ESR1;200;Estrogen receptor activation leading to breast cancer;1181;Activation, Estrogen receptor ;MIE ;3.91;0.593;nuclear receptor
Kepone; ATG_GLI_CIS_up;GLI1;-;;-;;;4.17;0.620;dna binding
Kepone; BSK_hDFCGF_VCAM1_down;VCAM1;-;;-;;;4.18;0.621;cell adhesion molecules
Kepone; ATG_THRa1_TRANS_up;THRA;-;;-;;;4.21;0.624;nuclear receptor
Kepone; BSK_BE3C_TGFb1_down;TGFB1;-;;-;;;4.63;0.665;growth factor
Kepone; BSK_3C_Vis_down;-;-;;-;;;4.92;0.692;cell morphology
Kepone; BSK_4H_MCP1_down;CCL2;-;;-;;;4.98;0.697;cytokine
Kepone; NVS_ADME_rCYP2C6;Cyp2c6v1;-;;-;;;5.00;0.699;cyp
Kepone; BSK_3C_Proliferation_down;-;-;;-;;;5.01;0.699;cell cycle
Kepone; BSK_SAg_PBMCCytotoxicity_down;-;-;;-;;;5.10;0.707;cell cycle
Kepone; BSK_SAg_Proliferation_down;-;-;;-;;;5.13;0.710;cell cycle
Kepone; BSK_3C_TissueFactor_down;F3;-;;-;;;5.30;0.724;cytokine
Kepone; NVS_ENZ_hMMP7;MMP7;-;;-;;;5.41;0.733;protease
Kepone; BSK_KF3CT_TGFb1_down;TGFB1;-;;-;;;5.70;0.756;growth factor
Kepone; ATG_STAT3_CIS_dn;STAT3;-;;-;;;5.72;0.758;dna binding
Kepone; ATG_NRF2_ARE_CIS_up;NFE2L2;-;;-;;;5.73;0.758;dna binding
Kepone; BSK_LPS_CD40_down;CD40;-;;-;;;5.74;0.759;cytokine
Kepone; BSK_LPS_IL1a_down;IL1A;-;;-;;;5.75;0.760;cytokine
Kepone; BSK_BE3C_uPAR_down;PLAUR;-;;-;;;5.79;0.762;cytokine
Kepone; BSK_BE3C_HLADR_down;HLA-DRA;-;;-;;;5.83;0.766;cell adhesion molecules
Kepone; BSK_SAg_SRB_down;-;-;;-;;;5.97;0.776;cell cycle
Kepone; BSK_3C_HLADR_down;HLA-DRA;-;;-;;;5.97;0.776;cell adhesion molecules
Kepone; BSK_3C_SRB_down;-;-;;-;;;6.15;0.789;cell cycle
Kepone; BSK_LPS_SRB_down;-;-;;-;;;6.17;0.791;cell cycle
Kepone; BSK_BE3C_PAI1_down;SERPINE1;-;;-;;;6.23;0.795;cytokine
Kepone; BSK_3C_uPAR_down;PLAUR;-;;-;;;6.26;0.796;cytokine
Kepone; BSK_SAg_CD69_down;CD69;-;;-;;;6.27;0.797;cytokine
Kepone; BSK_BE3C_IP10_down;CXCL10;-;;-;;;6.29;0.798;cytokine
